"cov";"id";"i";"o";"p";"it";"itop";"HS"
0.75;1;40;10;20;38;2;4.19
1;5;10;10;5;39;2;3.48
0;2.5;20;10;10;39;2;12.93
0.5;0.01;40;10;20;39;2;0.01
0.25;10;10;10;5;40;2;16.27
0.5;5;20;10;10;40;2;20.08
0.5;1;40;10;20;40;2;7.4
0.5;5;10;10;5;41;2;10.24
1;5;20;10;10;41;2;3.75
0.5;1;40;10;20;41;2;6.38
0.25;0.01;10;10;5;42;2;-0.01
0.5;10;20;10;10;42;2;26.77
0.25;2.5;40;10;20;42;2;23.94
0.5;2.5;10;10;5;43;2;5.22
0.5;5;20;10;10;43;2;19.43
1;10;40;10;20;43;2;5.43
0;10;10;10;5;44;2;16.44
1;1;20;10;10;44;2;1.79
1;10;40;10;20;44;2;5.37
0.25;5;10;10;5;45;2;10.41
0.75;5;20;10;10;45;2;17.58
1;5;40;10;20;45;2;4.57
0;10;10;10;5;46;2;15.77
0;2.5;20;10;10;46;2;12.08
0.25;5;40;10;20;46;2;39.87
1;1;10;10;5;47;2;1.06
0.25;10;20;10;10;47;2;31.05
0.25;5;40;10;20;47;2;38.7
0;2.5;10;10;5;48;2;6.07
1;5;20;10;10;48;2;3.89
0.25;10;40;10;20;48;2;57.91
0.5;1;10;10;5;49;2;2.16
0;2.5;20;10;10;49;2;12.53
0;10;40;10;20;49;2;62.12
0;1;10;10;5;50;2;2.44
0.75;10;20;10;10;50;2;24.14
0.75;0.01;40;10;20;50;2;0.02
1;1;10;10;5;51;2;1.13
0.5;10;20;10;10;51;2;24.95
0.5;10;40;10;20;51;2;54.56
0.5;10;10;10;5;52;2;13.08
0.75;1;20;10;10;52;2;2.49
0.25;5;40;10;20;52;2;40.45
0.75;0.01;10;10;5;53;2;0.05
0;2.5;20;10;10;53;2;12.56
1;0.01;40;10;20;53;2;0.07
0.25;5;10;10;5;54;2;10.9
1;1;20;10;10;54;2;1.63
0.75;2.5;40;10;20;54;2;14.53
1;5;10;10;5;55;2;3.55
1;5;20;10;10;55;2;3.75
0.75;10;40;10;20;55;2;44.48
1;5;10;10;5;56;2;3.42
0.75;10;20;10;10;56;2;25.9
0.25;5;40;10;20;56;2;40.62
0.75;0.01;10;10;5;57;2;-0.00999999999999999
0.5;2.5;20;10;10;57;2;9.68
0.25;1;40;10;20;57;2;8.05
0.25;2.5;10;10;5;58;2;5.99
0.75;5;20;10;10;58;2;15.96
0.5;2.5;40;10;20;58;2;17.93
0;5;10;10;5;59;2;10.81
0.75;0.01;20;10;10;59;2;-0.05
0.5;2.5;40;10;20;59;2;20.73
0.5;5;10;10;5;60;2;10.19
0;10;20;10;10;60;2;31.13
0.25;5;40;10;20;60;2;39.11
0;1;10;10;5;61;2;2.77
0.25;2.5;20;10;10;61;2;12.32
0;0.01;40;10;20;61;2;0.01
0.25;5;10;10;5;62;2;11.06
0.75;5;20;10;10;62;2;14.79
0.25;10;40;10;20;62;2;60.54
0.5;2.5;10;10;5;63;2;5.79
0.25;2.5;20;10;10;63;2;12.19
0;2.5;40;10;20;63;2;24.89
0;1;10;10;5;64;2;2.32
0.25;5;20;10;10;64;2;20.89
0;2.5;40;10;20;64;2;25.91
0.25;5;10;10;5;65;2;10.87
0;5;20;10;10;65;2;20.84
0.25;1;40;10;20;65;2;8.22
0.75;10;10;10;5;66;2;11.66
0.25;2.5;20;10;10;66;2;11.5
0.5;1;40;10;20;66;2;6.63
1;10;10;10;5;67;2;4.32
0.25;10;20;10;10;67;2;29.92
0.25;1;40;10;20;67;2;7.72
0.75;1;10;10;5;68;2;1.6
0.75;5;20;10;10;68;2;16.36
1;1;40;10;20;68;2;2.12
0;10;10;10;5;69;2;14.91
0.25;10;20;10;10;69;2;30.52
0.25;0.01;40;10;20;69;2;0.06
0.75;5;10;10;5;70;2;7.6
0.75;10;20;10;10;70;2;25.77
0.25;2.5;40;10;20;70;2;23.58
0;2.5;10;10;5;71;2;5.42
0.75;0.01;20;10;10;71;2;-0.1
0;10;40;10;20;71;2;62.65
1;5;10;10;5;72;2;3.45
0.5;2.5;20;10;10;72;2;10.53
0.5;5;40;10;20;72;2;37.64
0.5;10;10;10;5;73;2;14.18
0;0.01;20;10;10;73;2;0.1
0;2.5;40;10;20;73;2;24.96
0.25;10;10;10;5;74;2;14.64
0.75;2.5;20;10;10;74;2;8.57
1;2.5;40;10;20;74;2;3.55
1;0.01;10;10;5;75;2;0.01
0.25;0.01;20;10;10;75;2;-0.16
0;0.01;40;10;20;75;2;-0.05
0;5;10;10;5;76;2;10.54
0.75;2.5;20;10;10;76;2;9.13
0.25;1;40;10;20;76;2;7.61
0.5;1;10;10;5;77;2;1.66
0;2.5;20;10;10;77;2;12.09
0.5;10;40;10;20;77;2;54.42
0.75;10;10;10;5;78;2;13.13
0.5;1;20;10;10;78;2;3.16
0.75;2.5;40;10;20;78;2;16.64
0.5;5;10;10;5;79;2;10.68
0.75;0.01;20;10;10;79;2;-0.11
0.25;0.01;40;10;20;79;2;0.16
0.75;0.01;10;10;5;80;2;-0.13
0.5;0.01;20;10;10;80;2;0.07
0.25;0.01;40;10;20;80;2;0.1
1;10;10;10;5;81;2;4.64
1;5;20;10;10;81;2;4.01
1;2.5;40;10;20;81;2;3.42
1;10;10;10;5;82;2;4.47
0.5;5;20;10;10;82;2;19.02
0.5;1;40;10;20;82;2;6.91
1;5;10;10;5;83;2;3.45
0;0.01;20;10;10;83;2;-0.03
0.25;10;40;10;20;83;2;59.26
0.5;2.5;10;10;5;84;2;4.81
0;2.5;20;10;10;84;2;13.32
1;10;40;10;20;84;2;5.47
0.5;10;10;10;5;85;2;13.44
1;1;20;10;10;85;2;1.72
1;0.01;40;10;20;85;2;0.02
0.5;10;10;10;5;86;2;12.47
0.5;5;20;10;10;86;2;18.56
0.25;2.5;40;10;20;86;2;24.67
0.25;0.01;10;10;5;87;2;-0.03
0.5;1;20;10;10;87;2;3.95
0;0.01;40;10;20;87;2;0.12
0.25;0.01;10;10;5;88;2;-0.06
0;10;20;10;10;88;2;31.21
0.75;10;40;10;20;88;2;48.02
1;10;10;10;5;89;2;4.65
1;1;20;10;10;89;2;1.66
0.5;10;40;10;20;89;2;54.75
0.75;5;10;10;5;90;2;8.77
0;5;20;10;10;90;2;21.22
0;5;40;10;20;90;2;42.73
0;0.01;10;10;5;91;2;0.05
1;0.01;20;10;10;91;2;0.06
0;10;40;10;20;91;2;61.11
0.5;2.5;10;10;5;92;2;6.81
0.5;1;20;10;10;92;2;3.75
0.75;10;40;10;20;92;2;47.22
0.25;5;10;10;5;93;2;11.03
0.75;1;20;10;10;93;2;2.64
0;2.5;40;10;20;93;2;25.08
0.25;1;10;10;5;94;2;1.78
0;1;20;10;10;94;2;4.47
0.25;2.5;40;10;20;94;2;24.13
0.25;5;10;10;5;95;2;10.18
1;0.01;20;10;10;95;2;-0.08
0.5;1;40;10;20;95;2;7.19
0.5;10;10;10;5;96;2;14.86
0.75;10;20;10;10;96;2;26.12
0.25;5;40;10;20;96;2;39.59
0.75;0.01;10;10;5;97;2;0.02
0.75;0.01;20;10;10;97;2;-0.01
0;1;40;10;20;97;2;9.05
1;0.01;10;10;5;98;2;0.14
1;5;20;10;10;98;2;3.79
0.25;10;40;10;20;98;2;60.41
0.75;10;10;10;5;99;2;11.89
0;0.01;20;10;10;99;2;-0.05
0.75;2.5;40;10;20;99;2;14.76
0.5;2.5;10;10;5;100;2;6.14
0;5;20;10;10;100;2;21.69
0.25;2.5;40;10;20;100;2;23.65
0.5;1;10;10;5;101;2;2.19
0.5;10;20;10;10;101;2;27.2
0;2.5;40;10;20;101;2;25.34
0;2.5;10;10;5;102;2;6.37
0.75;10;20;10;10;102;2;23.72
0;1;40;10;20;102;2;8.97
0.25;1;10;10;5;103;2;1.97
0.5;5;20;10;10;103;2;18.58
0.75;0.01;40;10;20;103;2;0.03
0.25;1;10;10;5;104;2;2.36
0.5;0.01;20;10;10;104;2;-0.01
0.5;5;40;10;20;104;2;37.56
0.75;0.01;10;10;5;105;2;0.06
0.25;1;20;10;10;105;2;4.54
1;5;40;10;20;105;2;4.32
0.5;2.5;10;10;5;106;2;5.86
0.25;1;20;10;10;106;2;4.1
0;5;40;10;20;106;2;43.45
0.25;1;10;10;5;107;2;2.09
0.25;1;20;10;10;107;2;4.19
0.75;5;40;10;20;107;2;25.97
1;0.01;10;10;5;108;2;0.06
0.5;0.01;20;10;10;108;2;-0.01
1;10;40;10;20;108;2;5.56
1;2.5;10;10;5;109;2;2.43
0;10;20;10;10;109;2;31.04
0.75;5;40;10;20;109;2;30.19
0.25;2.5;10;10;5;110;2;6.19
0.25;1;20;10;10;110;2;4.1
0.5;10;40;10;20;110;2;54.83
0.75;2.5;10;10;5;111;2;5.9
0.5;0.01;20;10;10;111;2;0.04
0.5;5;40;10;20;111;2;39.09
1;5;10;10;5;112;2;3.37
1;2.5;20;10;10;112;2;2.97
0.75;2.5;40;10;20;112;2;13.68
0.25;2.5;10;10;5;113;2;5.49
0;2.5;20;10;10;113;2;12.42
0.25;10;40;10;20;113;2;59.26
0.25;2.5;10;10;5;114;2;6.4
0.75;1;20;10;10;114;2;2.97
1;2.5;40;10;20;114;2;3.31
0;0.01;10;10;5;115;2;-0.08
0;2.5;20;10;10;115;2;12.32
0;10;40;10;20;115;2;62.42
0.5;2.5;10;10;5;116;2;6.8
0;5;20;10;10;116;2;21.79
0.5;2.5;40;10;20;116;2;21.15
0;10;10;10;5;117;2;16.12
0.75;1;20;10;10;117;2;2.59
1;5;40;10;20;117;2;4.48
0;1;10;10;5;118;2;2.18
1;5;20;10;10;118;2;3.76
0.5;2.5;40;10;20;118;2;18.66
0.75;2.5;10;10;5;119;2;5.63
1;10;20;10;10;119;2;4.98
1;10;40;10;20;119;2;5.52
0.25;5;10;10;5;120;2;11.05
0.5;5;20;10;10;120;2;18.39
0;1;40;10;20;120;2;9.02
0.75;0.01;10;10;5;121;2;-0.02
0.25;5;20;10;10;121;2;20.17
0.5;0.01;40;10;20;121;2;0.16
1;10;10;10;5;122;2;4.3
0;2.5;20;10;10;122;2;13.28
0.75;5;40;10;20;122;2;26.27
0.25;1;10;10;5;123;2;2.28
0.75;10;20;10;10;123;2;23.93
0.5;1;40;10;20;123;2;6.16
1;0.01;10;10;5;124;2;-0.02
0.5;10;20;10;10;124;2;28.2
0.5;2.5;40;10;20;124;2;18.17
0.75;1;10;10;5;125;2;1.66
1;10;20;10;10;125;2;4.95
0;0.01;40;10;20;125;2;0.07
0.25;0.01;10;10;5;126;2;0.18
0;2.5;20;10;10;126;2;12.42
0.25;1;40;10;20;126;2;8.08
0.75;1;10;10;5;127;2;1.53
0;0.01;20;10;10;127;2;-0.1
1;5;40;10;20;127;2;4.52
0.75;2.5;10;10;5;128;2;4.6
0;10;20;10;10;128;2;30.95
0.25;10;40;10;20;128;2;60.18
0.5;1;10;10;5;129;2;2.14
0;2.5;20;10;10;129;2;12.93
0.25;1;40;10;20;129;2;7.94
0.75;2.5;10;10;5;130;2;4.38
0.25;2.5;20;10;10;130;2;11.8
0.5;1;40;10;20;130;2;6.27
0;1;10;10;5;131;2;2.29
0;2.5;20;10;10;131;2;12.81
1;10;40;10;20;131;2;5.47
0.75;0.01;10;10;5;132;2;0.01
0.25;10;20;10;10;132;2;30.09
0.75;10;40;10;20;132;2;44.26
0.75;5;10;10;5;133;2;8.39
0.75;0.01;20;10;10;133;2;-0.07
0.25;10;40;10;20;133;2;58.91
1;1;10;10;5;134;2;1.32
1;2.5;20;10;10;134;2;2.91
0.25;2.5;40;10;20;134;2;22.93
0.25;10;10;10;5;135;2;14.78
0.75;5;20;10;10;135;2;15.98
0.5;2.5;40;10;20;135;2;19.39
1;0.01;10;10;5;136;2;-0.13
0.25;10;20;10;10;136;2;31.53
0;0.01;40;10;20;136;2;1.73472347597681e-18
1;0.01;10;10;5;137;2;0.12
0.25;0.01;20;10;10;137;2;0.07
0.25;2.5;40;10;20;137;2;24.22
0;5;10;10;5;138;2;10.69
0.5;10;20;10;10;138;2;29.15
1;1;40;10;20;138;2;2.1
0;0.01;10;10;5;139;2;-5.20417042793042e-18
1;0.01;20;10;10;139;2;0.06
0.75;5;40;10;20;139;2;29.77
0;5;10;10;5;140;2;11.12
0.25;10;20;10;10;140;2;30.86
0;2.5;40;10;20;140;2;25.28
0;10;10;10;5;141;2;15.74
0.25;2.5;20;10;10;141;2;12.62
0.25;2.5;40;10;20;141;2;22.86
0.75;10;10;10;5;142;2;11.16
0;5;20;10;10;142;2;21.86
0.5;1;40;10;20;142;2;6.09
0.5;2.5;10;10;5;143;2;5.92
1;10;20;10;10;143;2;5.05
1;2.5;40;10;20;143;2;3.35
1;2.5;10;10;5;144;2;2.43
0.75;1;20;10;10;144;2;2.48
0.75;2.5;40;10;20;144;2;15.55
0.25;0.01;10;10;5;145;2;-0.03
0;10;20;10;10;145;2;30.61
0.5;1;40;10;20;145;2;6.76
0.75;5;10;10;5;146;2;6.7
0.75;0.01;20;10;10;146;2;0.09
0.5;10;40;10;20;146;2;53.6
0;5;10;10;5;147;2;10.57
0;10;20;10;10;147;2;31.42
0;1;40;10;20;147;2;8.79
0.75;5;10;10;5;148;2;7.59
1;10;20;10;10;148;2;4.91
1;0.01;40;10;20;148;2;-0.16
0.25;0.01;10;10;5;149;2;-0.02
0.75;0.01;20;10;10;149;2;-0.07
0.25;1;40;10;20;149;2;8.29
0.75;2.5;10;10;5;150;2;4.74
0;5;20;10;10;150;2;21.97
0;0.01;40;10;20;150;2;0.05
0.5;1;10;10;5;151;2;2.12
0.5;1;20;10;10;151;2;3.54
1;1;40;10;20;151;2;2.24
0;5;10;10;5;152;2;11.17
0.25;0.01;20;10;10;152;2;-1.73472347597681e-18
0.75;0.01;40;10;20;152;2;0.16
0.5;5;10;10;5;153;2;9.84
1;1;20;10;10;153;2;1.58
0.25;10;40;10;20;153;2;58.63
1;5;10;10;5;154;2;3.5
0.5;1;20;10;10;154;2;3.15
0.5;1;40;10;20;154;2;7.7
0.5;1;10;10;5;155;2;1.94
1;5;20;10;10;155;2;3.74
1;2.5;40;10;20;155;2;3.32
0.25;2.5;10;10;5;156;2;5.91
0.75;1;20;10;10;156;2;3.26
0.75;10;40;10;20;156;2;43.16
0.75;5;10;10;5;157;2;8.35
0.25;5;20;10;10;157;2;20.49
0.5;0.01;40;10;20;157;2;1.73472347597681e-18
0;2.5;10;10;5;158;2;6.25
1;0.01;20;10;10;158;2;-0.01
1;10;40;10;20;158;2;5.52
0;10;10;10;5;159;2;15.84
1;5;20;10;10;159;2;3.94
0.25;5;40;10;20;159;2;39.68
0.75;2.5;10;10;5;160;2;4.97
0;10;20;10;10;160;2;31.32
0;2.5;40;10;20;160;2;25.56
0.75;1;10;10;5;161;2;1.67
0.75;5;20;10;10;161;2;15.93
0.25;0.01;40;10;20;161;2;0.07
1;10;10;10;5;162;2;4.41
0;5;20;10;10;162;2;21.83
0.25;2.5;40;10;20;162;2;24.16
0.25;10;10;10;5;163;2;16.32
1;2.5;20;10;10;163;2;2.95
0.5;5;40;10;20;163;2;35.49
0.75;0.01;10;10;5;164;2;-0.05
0;10;20;10;10;164;2;31.4
1;10;40;10;20;164;2;5.34
0.5;2.5;10;10;5;165;2;4.27
0.5;5;20;10;10;165;2;19.02
0;10;40;10;20;165;2;61.76
0.5;0.01;10;10;5;166;2;0.17
0.25;10;20;10;10;166;2;30.4
0.5;1;40;10;20;166;2;6.81
1;5;10;10;5;167;2;3.4
0.75;1;20;10;10;167;2;2.76
0.75;1;40;10;20;167;2;4.97
0.75;0.01;10;10;5;168;2;0.09
0.75;2.5;20;10;10;168;2;8.31
0;10;40;10;20;168;2;62.01
0.25;0.01;10;10;5;169;2;0.04
0;2.5;20;10;10;169;2;12.76
0.25;10;40;10;20;169;2;60.35
1;2.5;10;10;5;170;2;2.38
1;10;20;10;10;170;2;4.89
0.5;10;40;10;20;170;2;56.09
0.75;1;10;10;5;171;2;1.48
0.5;2.5;20;10;10;171;2;9.8
0.75;2.5;40;10;20;171;2;15.47
0.75;0.01;10;10;5;172;2;-0.07
0.5;5;20;10;10;172;2;17.93
0.75;10;40;10;20;172;2;40.95
1;2.5;10;10;5;173;2;2.65
0.75;5;20;10;10;173;2;16.08
0.25;0.01;40;10;20;173;2;-0.15
1;5;10;10;5;174;2;3.62
1;0.01;20;10;10;174;2;0.04
0;5;40;10;20;174;2;42.21
1;2.5;10;10;5;175;2;2.48
0.25;5;20;10;10;175;2;20.98
0.75;1;40;10;20;175;2;3.72
1;2.5;10;10;5;176;2;2.66
0;2.5;20;10;10;176;2;12.28
0.75;0.01;40;10;20;176;2;-0.11
1;10;10;10;5;177;2;4.34
0.75;1;20;10;10;177;2;3.46
0.25;5;40;10;20;177;2;39.18
0.75;0.01;10;10;5;178;2;0.08
0.25;2.5;20;10;10;178;2;11.5
0.5;1;40;10;20;178;2;6.61
1;10;10;10;5;179;2;4.2
0;0.01;20;10;10;179;2;-0.06
0.5;2.5;40;10;20;179;2;19.89
0;5;10;10;5;180;2;10.89
0.75;10;20;10;10;180;2;24.71
0.75;5;40;10;20;180;2;29.18
0.25;10;10;10;5;181;2;15.35
0.5;10;20;10;10;181;2;28.69
0.75;10;40;10;20;181;2;46.08
0.25;5;10;10;5;182;2;9.91
0.25;0.01;20;10;10;182;2;0.05
0;0.01;40;10;20;182;2;0.05
0;1;10;10;5;183;2;2.35
0;2.5;20;10;10;183;2;12.73
0.75;2.5;40;10;20;183;2;12.81
1;10;10;10;5;184;2;4.5
0.75;1;20;10;10;184;2;2.87
0;2.5;40;10;20;184;2;25.43
0;5;10;10;5;185;2;11.04
0.25;0.01;20;10;10;185;2;0.01
0;2.5;40;10;20;185;2;25.43
1;0.01;10;10;5;186;2;0.13
0;0.01;20;10;10;186;2;-0.03
0.5;10;40;10;20;186;2;55.15
0.75;0.01;10;10;5;187;2;0.13
1;2.5;20;10;10;187;2;2.77
0.75;0.01;40;10;20;187;2;0.03
1;0.01;10;10;5;188;2;0.06
0.25;2.5;20;10;10;188;2;12.4
1;1;40;10;20;188;2;2.17
0.75;10;10;10;5;189;2;12.09
1;1;20;10;10;189;2;1.7
1;10;40;10;20;189;2;5.58
0.25;10;10;10;5;190;2;14.59
1;2.5;20;10;10;190;2;2.73
1;0.01;40;10;20;190;2;-0.1
0.75;1;10;10;5;191;2;1.48
0;1;20;10;10;191;2;4.35
1;0.01;40;10;20;191;2;-1.73472347597681e-18
0.25;5;10;10;5;192;2;9.53
0.25;10;20;10;10;192;2;30.31
0;10;40;10;20;192;2;61.39
0.75;2.5;10;10;5;193;2;4.15
1;5;20;10;10;193;2;3.88
0.75;2.5;40;10;20;193;2;17.06
1;5;10;10;5;194;2;3.46
1;0.01;20;10;10;194;2;-0.05
0.5;5;40;10;20;194;2;36.34
0.25;2.5;10;10;5;195;2;6.86
0;5;20;10;10;195;2;21.6
0.75;5;40;10;20;195;2;29.37
0.5;0.01;10;10;5;196;2;0.13
0.75;2.5;20;10;10;196;2;9.4
0;10;40;10;20;196;2;62.26
0.75;10;10;10;5;197;2;12.36
0.25;0.01;20;10;10;197;2;0.13
0.5;0.01;40;10;20;197;2;0.14
0.75;10;10;10;5;198;2;12.9
0;10;20;10;10;198;2;30.04
0.25;0.01;40;10;20;198;2;-0.02
0.25;10;10;10;5;199;2;15.39
1;0.01;20;10;10;199;2;0.04
0.5;0.01;40;10;20;199;2;-0.07
0.25;10;10;10;5;200;2;15.21
0.5;10;20;10;10;200;2;26.57
0.25;2.5;40;10;20;200;2;24.6
0.25;0.01;10;10;5;201;2;-0.02
1;1;20;10;10;201;2;1.72
0;1;40;10;20;201;2;8.75
0.25;10;10;10;5;202;2;16.27
0.75;1;20;10;10;202;2;3.54
0;10;40;10;20;202;2;61.31
1;1;10;10;5;203;2;1.24
0.25;5;20;10;10;203;2;20.61
0;0.01;40;10;20;203;2;-0.03
0.5;1;10;10;5;204;2;1.6
0.75;5;20;10;10;204;2;14.38
0;5;40;10;20;204;2;43.05
0;2.5;10;10;5;205;2;6.72
1;2.5;20;10;10;205;2;2.9
0.5;0.01;40;10;20;205;2;0.09
0.5;1;10;10;5;206;2;2.09
1;10;20;10;10;206;2;4.96
1;5;40;10;20;206;2;4.51
0.5;1;10;10;5;207;2;2.26
1;10;20;10;10;207;2;5.16
0.5;0.01;40;10;20;207;2;0.05
0.25;10;10;10;5;208;2;16.56
0.5;10;20;10;10;208;2;27.77
0;10;40;10;20;208;2;62.32
0;0.01;10;10;5;209;2;-0.08
0.25;2.5;20;10;10;209;2;11.75
0;1;40;10;20;209;2;8.83
0.5;1;10;10;5;210;2;1.95
0.25;5;20;10;10;210;2;20.35
0.25;0.01;40;10;20;210;2;0.13
1;1;10;10;5;211;2;1.17
0.25;2.5;20;10;10;211;2;12.67
1;5;40;10;20;211;2;4.48
1;10;10;10;5;212;2;4.53
0.5;1;20;10;10;212;2;3.97
0.75;0.01;40;10;20;212;2;-0.09
0;1;10;10;5;213;2;2.22
0.25;0.01;20;10;10;213;2;0.15
0;1;40;10;20;213;2;8.84
0;10;10;10;5;214;2;15.39
0.75;2.5;20;10;10;214;2;7.4
1;2.5;40;10;20;214;2;3.5
0.5;1;10;10;5;215;2;1.71
0;5;20;10;10;215;2;21.55
0.5;1;40;10;20;215;2;6.55
0.5;5;10;10;5;216;2;9.42
1;2.5;20;10;10;216;2;2.88
0.5;0.01;40;10;20;216;2;-0.18
0.5;2.5;10;10;5;217;2;5.51
1;2.5;20;10;10;217;2;2.89
0.75;0.01;40;10;20;217;2;-0.07
0.5;1;10;10;5;218;2;1.65
0;2.5;20;10;10;218;2;12.93
0.75;0.01;40;10;20;218;2;0.04
0.25;5;10;10;5;219;2;10.35
0;1;20;10;10;219;2;4.1
0.75;0.01;40;10;20;219;2;0.01
0;2.5;10;10;5;220;2;6.29
1;1;20;10;10;220;2;1.57
0.5;0.01;40;10;20;220;2;0.05
0;0.01;10;10;5;221;2;-0.03
0.75;2.5;20;10;10;221;2;7.12
0.25;5;40;10;20;221;2;41.37
1;5;10;10;5;222;2;3.31
0.75;10;20;10;10;222;2;25.62
0;10;40;10;20;222;2;62.16
0.25;10;10;10;5;223;2;14.79
0.5;0.01;20;10;10;223;2;0.02
1;2.5;40;10;20;223;2;3.53
0.75;0.01;10;10;5;224;2;-0.03
1;1;20;10;10;224;2;1.89
0;1;40;10;20;224;2;8.58
1;1;10;10;5;225;2;1.32
0.75;1;20;10;10;225;2;2.99
0;2.5;40;10;20;225;2;25.46
1;1;10;10;5;226;2;1.17
0.25;0.01;20;10;10;226;2;-3.46944695195361e-18
1;10;40;10;20;226;2;5.49
0.75;5;10;10;5;227;2;8.87
0.75;0.01;20;10;10;227;2;-0.01
1;0.01;40;10;20;227;2;-0.12
0.75;5;10;10;5;228;2;7.83
0.25;0.01;20;10;10;228;2;-0.04
0.25;2.5;40;10;20;228;2;22.57
0.75;2.5;10;10;5;229;2;5.26
0.25;1;20;10;10;229;2;4.15
0.5;5;40;10;20;229;2;34.94
0.25;10;10;10;5;230;2;14.8
0.75;0.01;20;10;10;230;2;0.08
0.75;2.5;40;10;20;230;2;14.73
0;0.01;10;10;5;231;2;0.09
0.25;10;20;10;10;231;2;30.43
0.5;0.01;40;10;20;231;2;-0.08
0;2.5;10;10;5;232;2;6.19
0.25;1;20;10;10;232;2;3.78
0.75;2.5;40;10;20;232;2;15.73
0.25;5;10;10;5;233;2;10.43
0.75;10;20;10;10;233;2;22.42
1;0.01;40;10;20;233;2;-0.03
1;10;10;10;5;234;2;4.61
1;5;20;10;10;234;2;3.82
0;5;40;10;20;234;2;43.4
1;5;10;10;5;235;2;3.45
0;1;20;10;10;235;2;4.59
0.25;5;40;10;20;235;2;43.04
0.25;5;10;10;5;236;2;9.08
0.75;1;20;10;10;236;2;2.34
0.25;1;40;10;20;236;2;7.5
0;1;10;10;5;237;2;2.55
0;1;20;10;10;237;2;4.81
0.25;0.01;40;10;20;237;2;0.05
0.5;10;10;10;5;238;2;14.11
1;5;20;10;10;238;2;3.95
0.75;5;40;10;20;238;2;31.66
0.25;5;10;10;5;239;2;11.26
0.5;0.01;20;10;10;239;2;-0.03
0.75;1;40;10;20;239;2;4.62
0.75;2.5;10;10;5;240;2;4.67
0.25;0.01;20;10;10;240;2;0.06
0.25;0.01;40;10;20;240;2;0.03
0.25;2.5;10;10;5;241;2;5.5
0;2.5;20;10;10;241;2;12.08
0;2.5;40;10;20;241;2;24.81
0;10;10;10;5;242;2;15.78
0.5;1;20;10;10;242;2;3.41
0.25;2.5;40;10;20;242;2;23.21
0.75;10;10;10;5;243;2;13.43
0.25;1;20;10;10;243;2;4.1
0;2.5;40;10;20;243;2;25.67
1;1;10;10;5;244;2;1.18
0.75;5;20;10;10;244;2;16.37
0.25;10;40;10;20;244;2;59.61
0;5;10;10;5;245;2;11.32
0.75;0.01;20;10;10;245;2;-0.12
0;0.01;40;10;20;245;2;-0.05
0.25;0.01;10;10;5;246;2;-0.08
0;0.01;20;10;10;246;2;0
0;10;40;10;20;246;2;62.15
0.75;5;10;10;5;247;2;8.01
0.75;2.5;20;10;10;247;2;7.75
1;5;40;10;20;247;2;4.34
0.5;2.5;10;10;5;248;2;5.55
0.5;1;20;10;10;248;2;3.49
0.5;0.01;40;10;20;248;2;-0.11
0;2.5;10;10;5;249;2;6.82
0.5;10;20;10;10;249;2;27.37
1;2.5;40;10;20;249;2;3.53
0.25;0.01;10;10;5;250;2;-0.1
1;1;20;10;10;250;2;1.79
0.75;1;40;10;20;250;2;4.77
1;1;10;10;5;251;2;1.36
0.75;5;20;10;10;251;2;15.17
0.75;10;40;10;20;251;2;49.45
0;0.01;10;10;5;252;2;0.02
0;2.5;20;10;10;252;2;12.55
0.5;0.01;40;10;20;252;2;0.12
0;0.01;10;10;5;253;2;-0.04
0;5;20;10;10;253;2;21.77
0.75;2.5;40;10;20;253;2;14.32
1;1;10;10;5;254;2;1.42
0;1;20;10;10;254;2;4.43
0.75;1;40;10;20;254;2;4.73
0;2.5;10;10;5;255;2;6.31
0;10;20;10;10;255;2;30.63
1;1;40;10;20;255;2;2.16
0.25;5;10;10;5;256;2;9.28
0.25;10;20;10;10;256;2;30.41
1;10;40;10;20;256;2;5.49
0.25;2.5;10;10;5;257;2;6.12
0;2.5;20;10;10;257;2;13
0.75;0.01;40;10;20;257;2;0.01
0.75;10;10;10;5;258;2;12.88
0.5;1;20;10;10;258;2;3.14
0.25;2.5;40;10;20;258;2;23.36
0;5;10;10;5;259;2;11.25
0;1;20;10;10;259;2;4.76
1;5;40;10;20;259;2;4.52
0.25;10;10;10;5;260;2;15.76
1;0.01;20;10;10;260;2;0.05
1;5;40;10;20;260;2;4.47
0.75;1;10;10;5;261;2;1.5
0.75;1;20;10;10;261;2;2.99
0.25;5;40;10;20;261;2;41.37
0.75;1;10;10;5;262;2;1.72
0.75;10;20;10;10;262;2;24.01
0.5;5;40;10;20;262;2;37.01
1;1;10;10;5;263;2;1.25
0.25;0.01;20;10;10;263;2;0.11
1;0.01;40;10;20;263;2;-0.13
0.75;5;10;10;5;264;2;8.57
1;10;20;10;10;264;2;5.02
0.25;1;40;10;20;264;2;8.09
0;10;10;10;5;265;2;15.5
0.25;0.01;20;10;10;265;2;0.04
0.25;10;40;10;20;265;2;60.39
0;2.5;10;10;5;266;2;6.98
0;2.5;20;10;10;266;2;12.91
0;0.01;40;10;20;266;2;-0.02
0.25;1;10;10;5;267;2;2.29
0;1;20;10;10;267;2;4.33
1;10;40;10;20;267;2;5.4
0.25;0.01;10;10;5;268;2;0.01
1;10;20;10;10;268;2;4.96
0.5;1;40;10;20;268;2;6.58
0.5;10;10;10;5;269;2;13.9
0.75;10;20;10;10;269;2;25.99
0.25;10;40;10;20;269;2;58.21
